,code,deck_limit,faction_code,faction_cost,flavor,illustrator,influence_limit,keywords,minimum_deck_size,pack_code,position,quantity,side_code,stripped_text,stripped_title,text,title,type_code,uniqueness,base_link,cost,memory_cost,strength,advancement_cost,agenda_points,trash_cost,faction,name,nrdb_key,num_ratings,ranking,rating,side,torb_id
103,11078,3,weyland-consortium,3,,Mariusz Siergiejew,,Barrier - Illicit,,in,78,3,corp,"When you rez this ice, take 1 bad publicity. When the Runner encounters this ice, gain 2 credits if there is an installed AI program. Subroutine The Runner trashes 1 installed program. Subroutine Gain 2 credits. End the run. Subroutine Gain 2 credits. End the run.",Bulwark,"When you rez this ice, take 1 bad publicity.
When the Runner encounters this ice, gain 2[credit] if there is an installed <strong>AI</strong> program.
[subroutine] The Runner trashes 1 installed program.
[subroutine] Gain 2[credit]. End the run.
[subroutine] Gain 2[credit]. End the run.",Bulwark,ice,False,,10.0,,8.0,,,,weyland-consortium,Bulwark,11078,118,316,1597.0,corp,1005
104,11089,3,haas-bioroid,5,,Liiga Smilshkalne,,Code Gate - Bioroid - AP,,ml,89,3,corp,Subroutine End the run unless the Runner pays 4 credits. Subroutine End the run unless the Runner pays 4 credits. Subroutine End the run unless the Runner trashes 1 of their installed cards. Subroutine End the run unless the Runner suffers 1 core damage.,Fairchild,"[subroutine] End the run unless the Runner pays 4[credit].
[subroutine] End the run unless the Runner pays 4[credit].
[subroutine] End the run unless the Runner trashes 1 of their installed cards.
[subroutine] End the run unless the Runner suffers 1 core damage.",Fairchild,ice,True,,9.0,,8.0,,,,haas-bioroid,Fairchild,11089,118,531,1450.0,corp,1016
105,11092,3,jinteki,3,,Bon Bernardo,,Code Gate - Psi - Deflector,,ml,92,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit, or 2 credits. Reveal spent credits. If you and the Runner spent a different number of credits, choose another server. The Runner moves to the outermost position of that server instead of passing this ice. For the remainder of this run, the Runner must add 1 installed Runner card to the bottom of their stack as an additional cost to jack out. The Runner may jack out.",Mind Game,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, choose another server. The Runner moves to the outermost position of that server instead of passing this ice. For the remainder of this run, the Runner must add 1 installed Runner card to the bottom of their stack as an additional cost to jack out. The Runner may jack out.",Mind Game,ice,False,,0.0,,4.0,,,,jinteki,Mind Game,11092,107,359,1565.0,corp,1019
106,11094,3,nbn,1,//Connection Terminated,Alexandr Elichev,,Barrier - Tracer,,ml,94,3,corp,"When the Runner encounters this ice, give them 1 tag if there is an installed AI program. Subroutine Trace[3]. If successful, give the Runner 1 tag. Subroutine End the run if the Runner is tagged.",IP Block,"When the Runner encounters this ice, give them 1 tag if there is an installed <strong>AI</strong> program.
[subroutine] Trace[3]. If successful, give the Runner 1 tag.
[subroutine] End the run if the Runner is tagged.",IP Block,ice,False,,2.0,,4.0,,,,nbn,IP Block,11094,98,108,1794.0,corp,1021
107,11095,3,nbn,3,Truth like the sunlight shines above all.,Kari Guenther,,Sentry - Tracer,,ml,95,3,corp,"When the Runner encounters this ice, give them 1 tag. Subroutine Trace[4]. If successful, do 1 net damage for each tag the Runner has. Subroutine Trace[4]. If successful, the Runner loses 1 credit for each tag they have.",Thoth,"When the Runner encounters this ice, give them 1 tag.
[subroutine] Trace[4]. If successful, do 1 net damage for each tag the Runner has.
[subroutine] Trace[4]. If successful, the Runner loses 1[credit] for each tag they have.",Thoth,ice,True,,7.0,,6.0,,,,nbn,Thoth,11095,120,591,1412.0,corp,1022
108,11097,3,weyland-consortium,3,,Yog Joshi,,Code Gate - AP,,ml,97,3,corp,"You can advance this ice. Subroutine Gain 1 credit. If there are 3 or more hosted advancement counters, instead gain 3 credits. Subroutine Do 1 net damage. If there are 3 or more hosted advancement counters, instead do 3 net damage. Subroutine Give the Runner 1 tag. If there are 3 or more hosted advancement counters, instead give the Runner 1 tag and end the run.",Mausolus,"You can advance this ice.
[subroutine] Gain 1[credit]. If there are 3 or more hosted advancement counters, instead gain 3[credit].
[subroutine] Do 1 net damage. If there are 3 or more hosted advancement counters, instead do 3 net damage.
[subroutine] Give the Runner 1 tag. If there are 3 or more hosted advancement counters, instead give the Runner 1 tag and end the run.",Mausolus,ice,False,,4.0,,5.0,,,,weyland-consortium,Mausolus,11097,86,64,1867.0,corp,1024
109,11098,3,weyland-consortium,2,There is a special place in hell for the first person who mined cyberspace.,Adam S. Doyle,,Sentry - Destroyer,,ml,98,3,corp,"While the Runner is accessing this ice in R&D, they must reveal it. When the Runner accesses this ice anywhere except in Archives, they encounter it. Subroutine Trash 1 installed program.",Sapper,"While the Runner is accessing this ice in R&D, they must reveal it.
When the Runner accesses this ice anywhere except in Archives, they encounter it.
[subroutine] Trash 1 installed program.",Sapper,ice,False,,3.0,,2.0,,,2.0,weyland-consortium,Sapper,11098,133,479,1480.0,corp,1025
110,11112,3,jinteki,2,"""Ice is not meant to kill; just slow or cripple the Runner. Killing is my job."" - Tori Hanzō",Yog Joshi,,Barrier - AP,,qu,112,3,corp,"Whenever the Runner breaks a subroutine on Chiyashi while there is an AI installed, trash the top 2 cards of the Runner's stack. Subroutine Do 2 net damage. Subroutine Do 2 net damage. Subroutine End the run.",Chiyashi,"Whenever the Runner breaks a subroutine on Chiyashi while there is an <strong>AI</strong> installed, trash the top 2 cards of the Runner's stack.
[subroutine] Do 2 net damage.
[subroutine] Do 2 net damage.
[subroutine] End the run.",Chiyashi,ice,False,,12.0,,8.0,,,,jinteki,Chiyashi,11112,121,231,1659.0,corp,1039
111,11115,3,nbn,2,,Adam S. Doyle,,Code Gate,,qu,115,3,corp,"While the Runner is accessing this ice in R&D, they must reveal it. When the Runner accesses this ice anywhere except in Archives, they encounter it. Subroutine Gain 2 credits. Subroutine You may pay up to 2 credits to place that many advancement counters on 1 installed card you can advance.",Herald,"While the Runner is accessing this ice in R&D, they must reveal it.
When the Runner accesses this ice anywhere except in Archives, they encounter it.
[subroutine] Gain 2[credit].
[subroutine] You may pay up to 2[credit] to place that many advancement counters on 1 installed card you can advance.",Herald,ice,False,,2.0,,1.0,,,1.0,nbn,Herald,11115,108,758,1303.0,corp,1042
112,11116,3,weyland-consortium,3,The truth hurts.,Liiga Smilshkalne,,Sentry - Tracer,,qu,116,3,corp,"Subroutine The Corp gains 2 credits. Subroutine The Runner loses 2 credits. Subroutine Trace[2]. If successful, give the Runner 1 tag.",Veritas,"[subroutine] The Corp gains 2[credit].
[subroutine] The Runner loses 2[credit].
[subroutine] Trace[2]. If successful, give the Runner 1 tag.",Veritas,ice,False,,4.0,,2.0,,,,weyland-consortium,Veritas,11116,114,439,1508.0,corp,1043
113,11119,3,neutral-corp,0,One way to get rid of a virus is to get a nastier virus.,Mariusz Siergiejew,,Code Gate - Tracer,,qu,119,3,corp,"Subroutine Trace[4]. If successful, purge virus counters. Subroutine Trace[3]. If successful, trash 1 virus. Subroutine Trace[2]. If successful, remove a virus in the heap from the game. Subroutine Trace[1]. If successful, end the run.",Macrophage,"[subroutine] Trace[4]. If successful, purge virus counters.
[subroutine] Trace[3]. If successful, trash 1 <strong>virus</strong>.
[subroutine] Trace[2]. If successful, remove a <strong>virus</strong> in the heap from the game.
[subroutine] Trace[1]. If successful, end the run.",Macrophage,ice,False,,3.0,,7.0,,,,neutral-corp,Macrophage,11119,131,283,1621.0,corp,1046
114,11120,3,neutral-corp,0,"""Guilty.""
""Guilty.""
""Guilty.""",Odera Igbokwe,,Sentry,,qu,120,3,corp,Subroutine The Runner trashes 1 of their installed cards. Subroutine The Runner trashes 1 of their installed cards. Subroutine The Runner trashes 1 of their installed cards.,Tribunal,"[subroutine] The Runner trashes 1 of their installed cards.
[subroutine] The Runner trashes 1 of their installed cards.
[subroutine] The Runner trashes 1 of their installed cards.",Tribunal,ice,False,,7.0,,3.0,,,,neutral-corp,Tribunal,11120,107,797,1279.0,corp,1047
115,12010,3,haas-bioroid,3,"""Dismantle. Dissect. Is there really a difference?""",Adam S. Doyle,,Sentry - Bioroid - AP - Destroyer,,dc,10,3,corp,"Lose click click: Break up to 2 subroutines on this ice. Only the Runner can use this ability. Subroutine Trash 1 installed piece of hardware. Subroutine Trash 1 installed piece of hardware. Subroutine If the Runner has lost click to break a subroutine during this run, do 2 core damage.",Zed 2.0,"<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] Trash 1 installed piece of hardware.
[subroutine] Trash 1 installed piece of hardware.
[subroutine] If the Runner has lost [click] to break a subroutine during this run, do 2 core damage.",Zed 2.0,ice,False,,6.0,,4.0,,,,haas-bioroid,Zed 2.0,12010,139,828,1263.0,corp,1057
116,12013,3,jinteki,3,"""The ultimate aim of martial arts is not having to use them."" - Miyamoto Musashi",Adam S. Doyle,,Barrier - AP,,dc,13,3,corp,"When the Runner passes Kakugo, do 1 net damage. Subroutine End the run.",Kakugo,"When the Runner passes Kakugo, do 1 net damage.
[subroutine] End the run.",Kakugo,ice,False,,4.0,,1.0,,,,jinteki,Kakugo,12013,107,19,1972.0,corp,1060
117,12015,3,nbn,3,"""'What does BRE stand for?' Have you seen its Net presence?"" -Bernice Mai",Liiga Smilshkalne,,Sentry - Tracer,,dc,15,3,corp,"Subroutine Trace[4]. If successful, give the Runner 1 tag. Subroutine Trace[2]. If successful, whenever the Runner breaches a server for the remainder of this run, they access 1 fewer card.",SYNC BRE,"[subroutine] Trace[4]. If successful, give the Runner 1 tag.
[subroutine] Trace[2]. If successful, whenever the Runner breaches a server for the remainder of this run, they access 1 fewer card.",SYNC BRE,ice,False,,4.0,,6.0,,,,nbn,SYNC BRE,12015,138,585,1416.0,corp,1062
118,12029,3,haas-bioroid,1,,Michał Miłkowski,,Barrier,,so,29,3,corp,Seidr Adaptive Barrier has +1 strength for each piece of ice protecting this server. Subroutine End the run.,Seidr Adaptive Barrier,"Seidr Adaptive Barrier has +1 strength for each piece of ice protecting this server.
[subroutine] End the run.",Seidr Adaptive Barrier,ice,False,,4.0,,2.0,,,,haas-bioroid,Seidr Adaptive Barrier,12029,118,524,1452.0,corp,1076
119,12030,3,haas-bioroid,3,"""Submit.""",Ethan Patrick Harris,,Code Gate - Bioroid - AP,,so,30,3,corp,Lose click click: Break up to 2 subroutines on this ice. Only the Runner can use this ability. Subroutine Do 1 core damage. You may draw 1 card. Subroutine Do 1 core damage. You may draw 1 card.,Nerine 2.0,"<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] Do 1 core damage. You may draw 1 card.
[subroutine] Do 1 core damage. You may draw 1 card.",Nerine 2.0,ice,False,,6.0,,4.0,,,,haas-bioroid,Nerine 2.0,12030,118,745,1310.0,corp,1077
120,12032,3,jinteki,2,,Liiga Smilshkalne,,Code Gate - Observer,,so,32,3,corp,"Subroutine You may install 1 piece of ice from HQ protecting another server, ignoring all costs. Subroutine You may install 1 piece of ice from HQ directly inward from this ice, ignoring all costs.",Bloom,"[subroutine] You may install 1 piece of ice from HQ protecting another server, ignoring all costs.
[subroutine] You may install 1 piece of ice from HQ directly inward from this ice, ignoring all costs.",Bloom,ice,False,,2.0,,3.0,,,,jinteki,Bloom,12032,96,869,1223.0,corp,1079
121,12035,3,nbn,3,,Adam S. Doyle,,Code Gate,,so,35,3,corp,Hosted power counter: The Runner loses 1 credit. Subroutine Place 1 power counter on Free Lunch. Subroutine Place 1 power counter on Free Lunch.,Free Lunch,"<strong>Hosted power counter:</strong> The Runner loses 1[credit].
[subroutine] Place 1 power counter on Free Lunch.
[subroutine] Place 1 power counter on Free Lunch.",Free Lunch,ice,False,,3.0,,4.0,,,,nbn,Free Lunch,12035,87,738,1313.0,corp,1082
122,12038,3,weyland-consortium,3,416d20472046204720416d,BalanceSheet,,Code Gate,,so,38,3,corp,Subroutine Search R&D for a card and add it to HQ. Shuffle R&D.,Watchtower,[subroutine] Search R&D for a card and add it to HQ. Shuffle R&D.,Watchtower,ice,False,,4.0,,3.0,,,,weyland-consortium,Watchtower,12038,115,785,1288.0,corp,1085
123,12040,3,neutral-corp,0,"""All my best tricks were shrugged right off. I ended up having to send a self-destruct code to the whole server."" - Wyvern",Shawn Ye Zhongyi,,Barrier,,so,40,3,corp,The strength of Self-Adapting Code Wall cannot be lowered. Subroutine End the run.,Self-Adapting Code Wall,"The strength of Self-Adapting Code Wall cannot be lowered.
[subroutine] End the run.",Self-Adapting Code Wall,ice,False,,3.0,,1.0,,,,neutral-corp,Self-Adapting Code Wall,12040,108,832,1261.0,corp,1087
124,12055,3,nbn,1,"""I'm sure there is no way this could go wrong for you."" -Henry Phillips",Mariusz Siergiejew,,Code Gate,,eas,55,3,corp,"When the Runner encounters this ice, they may take 1 tag to bypass it. Subroutine The Corp gains 2 credits. Subroutine End the run.",Authenticator,"When the Runner encounters this ice, they may take 1 tag to bypass it.
[subroutine] The Corp gains 2[credit].
[subroutine] End the run.",Authenticator,ice,False,,2.0,,4.0,,,,nbn,Authenticator,12055,108,541,1441.0,corp,1102
125,12057,3,weyland-consortium,4,"""Our job is to stop incursions. Let Argus get cute with them."" -Moishe Saban",Mark Molnar,,Barrier,,eas,57,3,corp,Subroutine End the run. Subroutine End the run.,Battlement,"[subroutine]End the run.
[subroutine]End the run.",Battlement,ice,False,,3.0,,2.0,,,,weyland-consortium,Battlement,12057,107,674,1354.0,corp,1104
126,12060,3,neutral-corp,0,"""It's eyes just keep following you.""",Liiga Smilshkalne,,Sentry,,eas,60,3,corp,Subroutine Add 1 installed program to the top of the stack.,Owl,[subroutine] Add 1 installed program to the top of the stack.,Owl,ice,False,,2.0,,1.0,,,,neutral-corp,Owl,12060,115,709,1334.0,corp,1107
127,12069,3,haas-bioroid,5,,Andreas Zafiratos,,Bioroid,,baw,69,3,corp,"When the Runner encounters this ice, choose another rezzed piece of ice. For the remainder of this run, this ice gains the subtypes of the chosen ice and gains the subroutines of that ice in order before all its other subroutines. Subroutine The Runner must either end the run or shuffle all cards from the grip into the stack.",Loki,"When the Runner encounters this ice, choose another rezzed piece of ice. For the remainder of this run, this ice gains the subtypes of the chosen ice and gains the subroutines of that ice in order before all its other subroutines.
[subroutine] The Runner must either end the run or shuffle all cards from the grip into the stack.",Loki,ice,True,,6.0,,3.0,,,,haas-bioroid,Loki,12069,108,216,1670.0,corp,1116
128,12071,3,jinteki,2,,Alexander Tooth,,Code Gate - Deflector,,baw,71,3,corp,"Whenever an encounter with this ice ends, if the Runner broke its printed subroutine, the Runner moves to the outermost position of Archives instead of passing this ice. They may jack out. Derez this ice. Subroutine You may draw 1 card. Then, shuffle 1 card from HQ into R&D.",Miraju,"Whenever an encounter with this ice ends, if the Runner broke its printed subroutine, the Runner moves to the outermost position of Archives instead of passing this ice. They may jack out. Derez this ice.
[subroutine] You may draw 1 card. Then, shuffle 1 card from HQ into R&D.",Mirāju,ice,False,,2.0,,0.0,,,,jinteki,Mirāju,12071,146,366,1560.0,corp,1118
129,12095,3,nbn,2,,Mariusz Siergiejew,,Barrier,,fm,95,3,corp,"When the Runner encounters this ice, they add 2 cards from the grip to the top of the stack. Subroutine End the run if the Runner is tagged. Subroutine End the run.",Data Loop,"When the Runner encounters this ice, they add 2 cards from the grip to the top of the stack.
[subroutine] End the run if the Runner is tagged.
[subroutine] End the run.",Data Loop,ice,False,,7.0,,4.0,,,,nbn,Data Loop,12095,121,241,1649.0,corp,1142
130,12098,3,weyland-consortium,2,,Alexander Tooth,,Barrier - Destroyer,,fm,98,3,corp,You may forfeit an agenda to rez Tithonium instead of paying its rez cost. Tithonium cannot host cards. Subroutine Trash 1 program. Subroutine Trash 1 program. Subroutine Trash 1 resource and end the run.,Tithonium,"You may forfeit an agenda to rez Tithonium instead of paying its rez cost.
Tithonium cannot host cards.
[subroutine] Trash 1 program.
[subroutine] Trash 1 program.
[subroutine] Trash 1 resource and end the run.",Tithonium,ice,False,,9.0,,5.0,,,,weyland-consortium,Tithonium,12098,115,169,1715.0,corp,1145
131,12114,3,jinteki,3,"By the time the data storm passed, the landscape was transformed, and she was hopelessly lost.",Liiga Smilshkalne,,Trap - Deflector,,cd,114,3,corp,"Subroutine If this ice is installed, move it to the outermost position protecting another server. (The run continues from this new position.) Trash this ice.",Sand Storm,"[subroutine] If this ice is installed, move it to the outermost position protecting another server. <em>(The run continues from this new position.)</em> Trash this ice.",Sand Storm,ice,False,,2.0,,5.0,,,,jinteki,Sand Storm,12114,118,656,1367.0,corp,1161
132,12120,3,neutral-corp,0,A ghost image of it could be made out in the static of his BMI. He hoped never to run across the real thing again.,Ethan Patrick Harris,,Code Gate,,cd,120,3,corp,"Conundrum has +3 strength if there is an installed AI. Subroutine The Runner trashes an installed program. Subroutine The Runner loses click, if able. Subroutine End the run.",Conundrum,"Conundrum has +3 strength if there is an installed <strong>AI</strong>.
[subroutine] The Runner trashes an installed program.
[subroutine] The Runner loses [click], if able.
[subroutine] End the run.",Conundrum,ice,False,,8.0,,4.0,,,,neutral-corp,Conundrum,12120,132,700,1339.0,corp,1167
133,13034,3,haas-bioroid,2,"""A new game means new rules...""",Anastasia Ovchinnikova,,Barrier - Bioroid,,td,34,3,corp,Lose click click: Break up to 2 subroutines on this ice. Only the Runner can use this ability. Subroutine You may draw 1 card. Subroutine End the run. Subroutine End the run.,Eli 2.0,"<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] You may draw 1 card.
[subroutine] End the run.
[subroutine] End the run.",Eli 2.0,ice,False,,5.0,,4.0,,,,haas-bioroid,Eli 2.0,13034,123,667,1359.0,corp,1201
134,13036,3,haas-bioroid,2,,Andreas Zafiratos,,Sentry - Tracer - Destroyer,,td,36,3,corp,"Subroutine Trace[4]. If successful, the Runner cannot access cards or breach the attacked server for the remainder of this run. Subroutine Trash 1 installed icebreaker.",Holmegaard,"[subroutine] Trace[4]. If successful, the Runner cannot access cards or breach the attacked server for the remainder of this run.
[subroutine] Trash 1 installed <strong>icebreaker</strong>.",Holmegaard,ice,False,,7.0,,5.0,,,,haas-bioroid,Holmegaard,13036,114,548,1435.0,corp,1203
135,13037,3,haas-bioroid,1,"""The Warp and Weft were hypnotic...but they didn't really seem to do anything to keep me out. But then I never seemed to find anything interesting either."" - Reaver",Hannah Christenson,,Code Gate,,td,37,3,corp,"Subroutine The Runner loses click, if able. Subroutine The Corp may draw 1 card. Subroutine The Corp may add 1 card from HQ to the top of R&D.",Tapestry,"[subroutine] The Runner loses [click], if able.
[subroutine] The Corp may draw 1 card.
[subroutine] The Corp may add 1 card from HQ to the top of R&D.",Tapestry,ice,False,,5.0,,6.0,,,,haas-bioroid,Tapestry,13037,107,676,1352.0,corp,1204
136,13049,3,weyland-consortium,4,,Ethan Patrick Harris,,Barrier,,td,49,3,corp,Subroutine Remove a card in the heap from the game. Subroutine End the run.,Hailstorm,"[subroutine] Remove a card in the heap from the game.
[subroutine] End the run.",Hailstorm,ice,False,,6.0,,5.0,,,,weyland-consortium,Hailstorm,13049,120,768,1296.0,corp,1216
137,13056,3,neutral-corp,0,,Shawn Ye Zhongyi,,Code Gate,,td,56,3,corp,Subroutine The Runner loses click. Subroutine The Runner trashes 1 card from their grip.,Weir,"[subroutine] The Runner loses [click].
[subroutine] The Runner trashes 1 card from their grip.",Weir,ice,False,,3.0,,3.0,,,,neutral-corp,Weir,13056,112,734,1318.0,corp,1223
138,20067,3,haas-bioroid,1,I'm not here to play games. The game is over.,Andreas Zafiratos,,Code Gate - Bioroid,,core2,67,1,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine The Runner cannot access more than 1 card during this run. Subroutine The Runner cannot access more than 1 card during this run.,Hudson 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] The Runner cannot access more than 1 card during this run.
[subroutine] The Runner cannot access more than 1 card during this run.",Hudson 1.0,ice,False,,3.0,,5.0,,,,haas-bioroid,Hudson 1.0,20067,112,833,1261.0,corp,339
139,20087,3,weyland-consortium,2,,Ed Mattinian,,Barrier,,core2,118,2,corp,"This ice loses 1 of its printed ""Subroutine End the run."" subroutines for each agenda point in your score area. Subroutine End the run. Subroutine End the run. Subroutine End the run. Subroutine End the run. Subroutine End the run.",Hive,"This ice loses 1 of its printed ""[subroutine] End the run."" subroutines for each agenda point in your score area.
[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.
[subroutine] End the run.",Hive,ice,False,,5.0,,3.0,,,,weyland-consortium,Hive,20087,106,250,1644.0,corp,405
140,20089,3,weyland-consortium,1,Who knows what evil lurks in the memory diamonds of men? Weyland knows. -unsigned cyber-graffiti,Adam S. Doyle,,Sentry - Tracer,,core2,120,2,corp,"Shadow can be advanced and has +1 strength for each advancement token on it. Subroutine The Corp gains 2 credits. Subroutine Trace[3]. If successful, give the Runner 1 tag.",Shadow,"Shadow can be advanced and has +1 strength for each advancement token on it.
[subroutine] The Corp gains 2[credit].
[subroutine] Trace[3]. If successful, give the Runner 1 tag.",Shadow,ice,False,,3.0,,1.0,,,,weyland-consortium,Shadow,20089,111,602,1407.0,corp,104
141,20103,3,jinteki,2,"""This ice sucks."" -g00ru",Ed Mattinian,,Trap,,core2,87,1,corp,Subroutine The Runner cannot jack out for the remainder of this run. Trash Whirlpool.,Whirlpool,[subroutine] The Runner cannot jack out for the remainder of this run. Trash Whirlpool.,Whirlpool,ice,False,,0.0,,1.0,,,,jinteki,Whirlpool,20103,117,773,1293.0,corp,207
142,21011,3,haas-bioroid,2,"Earth and Sun, together as one.",Andreas Zafiratos,,Barrier - Bioroid,,ss,11,3,corp,Lose click: Break 1 subroutine on this ice. Only the Runner can use this ability. Subroutine End the run. Subroutine End the run.,Najja 1.0,"<strong>Lose [click]:</strong> Break 1 subroutine on this ice. Only the Runner can use this ability.
[subroutine] End the run.
[subroutine] End the run.",Najja 1.0,ice,False,,2.0,,2.0,,,,haas-bioroid,Najja 1.0,21011,128,593,1411.0,corp,1367
143,21013,3,jinteki,2,Thin enough to pierce netspace. Deadly enough to pierce your mind.,Liiga Smilshkalne,,Trap - Psi - AP,,ss,13,3,corp,"Subroutine You and the Runner secretly spend 0 credits, 1 credit or 2 credits. Reveal spent credits. If you and the Runner spend a different number of credits, do 2 net damage; otherwise do 1 net damage. Trash Mganga.",Mganga,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit] or 2[credit]. Reveal spent credits. If you and the Runner spend a different number of credits, do 2 net damage; otherwise do 1 net damage. Trash Mganga.",Mganga,ice,False,,1.0,,3.0,,,,jinteki,Mganga,21013,116,630,1390.0,corp,1369
144,21030,3,haas-bioroid,3,Witchcraft to the nescient; beauty to the wise.,Galen Dara,,Code Gate,,dtwn,30,3,corp,"Subroutine The Runner loses click, if able. You have an additional click to spend during your next turn. Subroutine The Runner loses click, if able. You have an additional click to spend during your next turn.",Nightdancer,"[subroutine] The Runner loses [click], if able. You have an additional [click] to spend during your next turn.
[subroutine] The Runner loses [click], if able. You have an additional [click] to spend during your next turn.",Nightdancer,ice,False,,6.0,,4.0,,,,haas-bioroid,Nightdancer,21030,121,699,1340.0,corp,1386
145,21032,3,jinteki,2,"""Starving, dehydrated, delirious, I picked a direction and ran, ran for days, maybe even weeks. I ran until my legs couldn't carry me. Then I crawled. When I was finally out, finally free of the shroud, I checked the time, the date. How long had I been gone, trapped in the all-encompassing blackness? Turns out, 3 minutes.""",Adam S. Doyle,,Trap,,dtwn,32,3,corp,Subroutine Trash the top 3 cards of the stack. Trash Aimor.,Aimor,[subroutine] Trash the top 3 cards of the stack. Trash Aimor.,Aimor,ice,False,,0.0,,1.0,,,,jinteki,Aimor,21032,109,693,1342.0,corp,1388
146,21034,3,nbn,2,"""It wasn't until the spots cleared that I realized half of my rig was gone."" - Kabonesa Wu",Mariusz Siergiejew,,Sentry,,dtwn,34,3,corp,"When the Runner encounters this ice, they cannot install cards for the remainder of the turn. Subroutine Choose 2 installed Runner cards, if able. The Runner must add 1 of the chosen cards to the top of the stack.",Jua,"When the Runner encounters this ice, they cannot install cards for the remainder of the turn.
[subroutine] Choose 2 installed Runner cards, if able. The Runner must add 1 of the chosen cards to the top of the stack.",Jua,ice,False,,2.0,,3.0,,,,nbn,Jua,21034,132,419,1522.0,corp,1390
147,21050,3,haas-bioroid,3,Every level of protection for all of your security needs.,Ed Mattinian,,Code Gate - NEXT,,cotc,50,3,corp,X is the number of rezzed NEXT ice. Subroutine Draw up to X cards. Subroutine Add up to X cards from Archives to HQ. Subroutine Shuffle up to X cards from HQ into R&D.,NEXT Sapphire,"X is the number of rezzed <strong>NEXT</strong> ice.
[subroutine] Draw up to X cards.
[subroutine] Add up to X cards from Archives to HQ.
[subroutine] Shuffle up to X cards from HQ into R&D.",NEXT Sapphire,ice,False,,4.0,,2.0,,,,haas-bioroid,NEXT Sapphire,21050,112,611,1401.0,corp,1406
148,21051,3,jinteki,4,,Liiga Smilshkalne,,Sentry - AP,,cotc,51,3,corp,"Whenever an encounter with this ice ends, if the Runner did not fully break it, do 3 net damage. Subroutine Look at the top 5 cards of R&D and arrange them in any order. Subroutine You may draw 1 card. The Runner may pay 2 credits to draw 1 card. Subroutine Do 1 net damage.",Anansi,"Whenever an encounter with this ice ends, if the Runner did not fully break it, do 3 net damage.
[subroutine] Look at the top 5 cards of R&D and arrange them in any order.
[subroutine] You may draw 1 card. The Runner may pay 2[credit] to draw 1 card.
[subroutine] Do 1 net damage.",Anansi,ice,False,,8.0,,5.0,,,,jinteki,Anansi,21051,97,39,1914.0,corp,1407
149,21073,3,jinteki,2,,Mariusz Siergiejew,,Trap,,tdatd,73,3,corp,"Subroutine Look at the top 3 cards of R&D and either arrange them in any order or shuffle R&D. You may draw 1 card. Subroutine You may trash 1 card in HQ. If you do, trash 1 resource. Trash Sadaka.",Sadaka,"[subroutine] Look at the top 3 cards of R&D and either arrange them in any order or shuffle R&D. You may draw 1 card.
[subroutine] You may trash 1 card in HQ. If you do, trash 1 resource. Trash Sadaka.",Sadaka,ice,False,,2.0,,3.0,,,,jinteki,Sadaka,21073,116,402,1530.0,corp,1429
150,21074,3,nbn,2,"""Has anyone ever actually read one of these things?"" - 419",Ed Mattinian,,Barrier,,tdatd,74,3,corp,Subroutine End the run unless the Runner pays 1 credit. Subroutine End the run unless the Runner pays 1 credit. Subroutine End the run unless the Runner pays 1 credit. Subroutine End the run unless the Runner pays 1 credit. Subroutine End the run unless the Runner pays 1 credit. Subroutine End the run unless the Runner pays 1 credit.,Endless EULA,"[subroutine]End the run unless the Runner pays 1[credit].
[subroutine]End the run unless the Runner pays 1[credit].
[subroutine]End the run unless the Runner pays 1[credit].
[subroutine]End the run unless the Runner pays 1[credit].
[subroutine]End the run unless the Runner pays 1[credit].
[subroutine]End the run unless the Runner pays 1[credit].",Endless EULA,ice,False,,6.0,,0.0,,,,nbn,Endless EULA,21074,120,164,1720.0,corp,1430
151,21075,3,nbn,3,"Your first dog, your favorite food, your own mother's name. Your love, your hate, your fear. Hopes and dreams, pain and sorrow. All of it, everything, slips away.",Pavel Kolomeyets,,Code Gate,,tdatd,75,3,corp,Subroutine Add an installed Runner card to the grip. Subroutine Add an installed Runner card to the grip.,Sandman,"[subroutine]Add an installed Runner card to the grip.
[subroutine]Add an installed Runner card to the grip.",Sandman,ice,False,,5.0,,3.0,,,,nbn,Sandman,21075,116,806,1274.0,corp,1431
